00:02:56.944 -> (3.3186705112, 3.3675463199, 3.3333332538, 3.2893450260, 3.2404692173, 3.2844574451)
00:02:57.050 -> (3.3235580921, 3.3626587390, 3.3382208347, 3.2991201877, 3.2258064746, 3.2893450260)
00:02:57.156 -> (3.3137829303, 3.3675463199, 3.3284456729, 3.2795698642, 3.2306940555, 3.2795698642)
00:02:57.262 -> (3.3186705112, 3.3675463199, 3.3431084156, 3.2795698642, 3.2355816364, 3.2893450260)
00:02:57.368 -> (3.3137829303, 3.3724339008, 3.3382208347, 3.2844574451, 3.2355816364, 3.2893450260)
00:02:57.474 -> (3.3235580921, 3.3626587390, 3.3333332538, 3.2697947025, 3.2209188938, 3.2893450260)
00:02:57.580 -> (3.3186705112, 3.3626587390, 3.3284456729, 3.2746822834, 3.2355816364, 3.2893450260)
00:02:57.686 -> (3.3186705112, 3.3626587390, 3.3382208347, 3.2795698642, 3.2355816364, 3.2844574451)
00:02:57.793 -> (3.3235580921, 3.3675463199, 3.3235580921, 3.2697947025, 3.2355816364, 3.2844574451)
00:02:57.898 -> (3.3235580921, 3.3675463199, 3.3382208347, 3.2355816364, 3.2355816364, 3.2893450260)
00:02:58.004 -> (3.3137829303, 3.3577711582, 3.3333332538, 3.2697947025, 3.2258064746, 3.2795698642)
00:02:58.110 -> (3.3186705112, 3.3675463199, 3.3333332538, 3.2795698642, 3.2306940555, 3.2844574451)
00:02:58.216 -> (3.3235580921, 3.3675463199, 3.3431084156, 3.2991201877, 3.2209188938, 3.2844574451)
00:02:58.323 -> (3.3186705112, 3.3626587390, 3.3333332538, 3.2893450260, 3.2306940555, 3.2893450260)
00:02:58.428 -> (3.3186705112, 3.3724339008, 3.3333332538, 3.2795698642, 3.2404692173, 3.2844574451)
00:02:58.535 -> (3.3186705112, 3.3675463199, 3.3333332538, 3.2844574451, 3.2551319599, 3.2942326068)
00:02:58.640 -> (3.3186705112, 3.3626587390, 3.3382208347, 3.2697947025, 3.2209188938, 3.2746822834)
00:02:58.747 -> (3.3137829303, 3.3675463199, 3.3333332538, 3.2844574451, 3.2453567981, 3.2942326068)
00:02:58.853 -> (3.3137829303, 3.3675463199, 3.3382208347, 3.2697947025, 3.2306940555, 3.2795698642)
00:02:58.959 -> (3.3284456729, 3.3724339008, 3.3382208347, 3.2013685703, 3.2160313129, 3.2844574451)
00:02:59.065 -> (3.3186705112, 3.3675463199, 3.3284456729, 3.2942326068, 3.2453567981, 3.2893450260)
00:02:59.171 -> (3.3088953495, 3.3675463199, 3.3284456729, 3.2795698642, 3.2306940555, 3.2795698642)
00:02:59.277 -> (3.3186705112, 3.3724339008, 3.3382208347, 3.2160313129, 3.2306940555, 3.2795698642)
00:02:59.384 -> (3.3088953495, 3.3626587390, 3.3333332538, 3.3284456729, 3.2258064746, 3.2795698642)
00:02:59.489 -> (3.3284456729, 3.3675463199, 3.3333332538, 3.2551319599, 3.2258064746, 3.2942326068)
00:02:59.596 -> (3.3235580921, 3.3675463199, 3.3382208347, 3.2600195407, 3.2306940555, 3.2746822834)
00:02:59.701 -> (3.3137829303, 3.3577711582, 3.3235580921, 3.3235580921, 3.2502443790, 3.2893450260)
00:02:59.808 -> (3.3137829303, 3.3626587390, 3.3284456729, 3.2600195407, 3.2013685703, 3.2697947025)
00:02:59.914 -> (3.3186705112, 3.3626587390, 3.3333332538, 3.2551319599, 3.2111437320, 3.2844574451)
00:03:00.020 -> (3.3186705112, 3.3577711582, 3.3382208347, 3.2746822834, 3.2306940555, 3.2844574451)
00:03:00.126 -> (3.3137829303, 3.3528835773, 3.3284456729, 3.3284456729, 3.2551319599, 3.2893450260)
00:03:00.232 -> (3.3284456729, 3.3626587390, 3.3431084156, 3.2551319599, 3.2062561511, 3.2795698642)
00:03:00.338 -> (3.3235580921, 3.3577711582, 3.3333332538, 3.2551319599, 3.2258064746, 3.2844574451)
00:03:00.445 -> (3.3235580921, 3.3626587390, 3.3431084156, 3.2746822834, 3.2306940555, 3.2844574451)
00:03:00.550 -> (3.3040077686, 3.3577711582, 3.3382208347, 3.3528835773, 3.2306940555, 3.2844574451)
00:03:00.657 -> (3.3186705112, 3.3675463199, 3.3186705112, 3.2355816364, 3.2062561511, 3.2795698642)
00:03:00.762 -> (3.3137829303, 3.3626587390, 3.3382208347, 3.2991201877, 3.2355816364, 3.2795698642)
00:03:00.869 -> (3.3137829303, 3.3675463199, 3.3333332538, 3.2746822834, 3.2306940555, 3.2844574451)
00:03:00.974 -> (3.3137829303, 3.3577711582, 3.3235580921, 3.2893450260, 3.2355816364, 3.2844574451)
