09-07-2024 12:50:20.790,-,SERIAL,"COM12 - 9600/8/N/1/N"

09-07-2024 12:50:20.806,7503,RECV,20202020302E30306720200D0A
09-07-2024 12:50:20.868,7504,RECV,20202020302E30306720200D0A
09-07-2024 12:50:20.931,7505,RECV,20202020302E30306720200D
09-07-2024 12:50:20.994,7506,RECV,0A
09-07-2024 12:50:21.056,7507,RECV,20202020302E30306720200D0A
09-07-2024 12:50:21.181,7508,RECV,20202020302E30306720200D0A
09-07-2024 12:50:21.244,7509,RECV,20202020302E30306720200D0A
09-07-2024 12:50:21.307,7510,RECV,202020
09-07-2024 12:50:21.371,7511,RECV,20302E30306720200D0A
09-07-2024 12:50:21.434,7512,RECV,20202020302E30306720200D0A
09-07-2024 12:50:21.557,7513,RECV,20202020302E30306720200D0A
09-07-2024 12:50:21.682,7514,RECV,20202020302E30306720200D0A
09-07-2024 12:50:21.744,7515,RECV,20202020302E30306720200D0A
09-07-2024 12:50:21.806,7516,RECV,20202020302E30
09-07-2024 12:50:21.868,7517,RECV,306720200D0A
09-07-2024 12:50:21.931,7518,RECV,20202020302E30306720200D0A
09-07-2024 12:50:22.056,7519,RECV,20202020302E30306720200D0A
09-07-2024 12:50:22.118,7520,RECV,20202020302E30306720200D0A
09-07-2024 12:50:22.243,7521,RECV,20202020302E30306720200D0A
09-07-2024 12:50:22.307,7522,RECV,20202020302E30306720200D0A
09-07-2024 12:50:22.419,7523,RECV,20202020302E30306720200D0A
09-07-2024 12:50:22.482,7524,RECV,20202020302E30306720200D0A
09-07-2024 12:50:22.619,7525,RECV,20202020302E30306720200D0A
09-07-2024 12:50:22.682,7526,RECV,202020
09-07-2024 12:50:22.682,7527,RECV,20
09-07-2024 12:50:22.744,7528,RECV,302E30306720200D0A
09-07-2024 12:50:22.807,7529,RECV,20202020302E30306720200D0A
09-07-2024 12:50:22.869,7530,RECV,20202020302E30306720200D0A
09-07-2024 12:50:22.994,7531,RECV,20202020302E30306720200D0A
09-07-2024 12:50:23.119,7532,RECV,20202020302E30306720200D0A
09-07-2024 12:50:23.182,7533,RECV,20202020302E3030
09-07-2024 12:50:23.244,7534,RECV,6720200D0A20202020302E30306720200D0A
09-07-2024 12:50:23.356,7535,RECV,20202020302E30306720200D0A
09-07-2024 12:50:23.481,7536,RECV,20202020302E30306720200D0A
09-07-2024 12:50:23.602,7537,RECV,20202020302E30306720200D0A
09-07-2024 12:50:23.664,7538,RECV,20202020302E30306720200D0A
09-07-2024 12:50:23.727,7539,RECV,20
09-07-2024 12:50:23.789,7540,RECV,202020302E30306720200D0A
09-07-2024 12:50:23.852,7541,RECV,20202020302E30306720200D0A
09-07-2024 12:50:23.977,7542,RECV,20202020302E30306720200D0A
09-07-2024 12:50:24.039,7543,RECV,20202020302E30306720200D0A
09-07-2024 12:50:24.164,7544,RECV,20202020302E30306720200D0A
09-07-2024 12:50:24.226,7545,RECV,2020202030
09-07-2024 12:50:24.280,7546,RECV,2E30306720200D0A
09-07-2024 12:50:24.340,7547,RECV,20202020302E303067
09-07-2024 12:50:24.402,7548,RECV,20200D0A20202020302E30306720200D0A
09-07-2024 12:50:24.522,7549,RECV,20202020302E30306720200D0A
09-07-2024 12:50:24.635,7550,RECV,20202020302E30306720200D0A
09-07-2024 12:50:24.755,7551,RECV,20202020302E30306720200D0A
09-07-2024 12:50:24.818,7552,RECV,20202020302E30306720200D0A
09-07-2024 12:50:24.943,7553,RECV,20202020302E30306720200D0A
09-07-2024 12:50:25.005,7554,RECV,20202020302E30306720200D0A
09-07-2024 12:50:25.130,7555,RECV,20202020302E30306720200D0A
09-07-2024 12:50:25.193,7556,RECV,20202020302E30306720200D0A
09-07-2024 12:50:25.307,7557,RECV,20202020302E30306720200D0A
09-07-2024 12:50:25.420,7558,RECV,20202020302E30306720200D0A
09-07-2024 12:50:25.540,7559,RECV,20202020302E30306720200D0A
09-07-2024 12:50:25.605,7560,RECV,20202020302E30306720200D0A
09-07-2024 12:50:25.667,7561,RECV,20202020302E30306720200D0A
09-07-2024 12:50:25.792,7562,RECV,20202020302E30306720200D0A
09-07-2024 12:50:25.917,7563,RECV,20202020302E30306720200D0A
09-07-2024 12:50:25.980,7564,RECV,20202020302E30306720200D0A
09-07-2024 12:50:26.042,7566,RECV,30
09-07-2024 12:50:26.042,7565,RECV,20202020
09-07-2024 12:50:26.105,7567,RECV,2E30306720200D0A
09-07-2024 12:50:26.167,7568,RECV,20202020302E30306720200D0A
09-07-2024 12:50:26.280,7569,RECV,20202020302E30306720200D0A
09-07-2024 12:50:26.340,7570,RECV,20202020302E30306720200D0A
09-07-2024 12:50:26.465,7571,RECV,20202020302E30306720200D0A
09-07-2024 12:50:26.588,7572,RECV,20202020302E30306720200D0A
09-07-2024 12:50:26.651,7573,RECV,20202020302E303067
09-07-2024 12:50:26.651,7574,RECV,20
09-07-2024 12:50:26.713,7575,RECV,200D0A20202020302E30306720200D0A
09-07-2024 12:50:26.838,7576,RECV,20202020302E30306720200D0A
09-07-2024 12:50:26.954,7577,RECV,20202020302E30306720200D0A
09-07-2024 12:50:27.072,7578,RECV,20202020302E30306720200D0A
09-07-2024 12:50:27.135,7579,RECV,20202020302E30306720200D0A
09-07-2024 12:50:27.197,7580,RECV,20202020
09-07-2024 12:50:27.260,7581,RECV,302E30306720200D0A
09-07-2024 12:50:27.322,7582,RECV,20202020302E30306720200D0A
09-07-2024 12:50:27.450,7583,RECV,20202020302E30306720200D0A
09-07-2024 12:50:27.512,7584,RECV,20202020302E30306720200D0A
09-07-2024 12:50:27.636,7585,RECV,20202020302E30306720200D0A
09-07-2024 12:50:27.698,7586,RECV,20202020302E3030672020
09-07-2024 12:50:27.761,7587,RECV,0D0A
09-07-2024 12:50:27.823,7588,RECV,20202020302E30306720200D0A
09-07-2024 12:50:27.886,7589,RECV,20202020302E30306720200D0A
09-07-2024 12:50:28.011,7590,RECV,20202020302E30306720200D0A
09-07-2024 12:50:28.073,7591,RECV,2020
09-07-2024 12:50:28.073,7592,RECV,20
09-07-2024 12:50:28.136,7593,RECV,20302E30306720200D0A
09-07-2024 12:50:28.198,7594,RECV,20202020302E30306720200D0A
09-07-2024 12:50:28.261,7595,RECV,20202020302E30306720200D0A
09-07-2024 12:50:28.388,7596,RECV,20202020302E30306720200D0A
09-07-2024 12:50:28.508,7597,RECV,20202020302E30306720200D0A
09-07-2024 12:50:28.571,7599,RECV,2E
09-07-2024 12:50:28.571,7598,RECV,2020202030
09-07-2024 12:50:28.634,7600,RECV,30306720200D0A20202020302E3030672020
09-07-2024 12:50:28.697,7601,RECV,0D0A
09-07-2024 12:50:28.759,7602,RECV,20202020302E30306720200D0A
09-07-2024 12:50:28.884,7603,RECV,20202020302E30306720200D0A
09-07-2024 12:50:29.009,7604,RECV,20202020302E30306720200D0A2020
09-07-2024 12:50:29.072,7605,RECV,2020302E30306720200D0A
09-07-2024 12:50:29.134,7606,RECV,20202020302E30306720200D0A
09-07-2024 12:50:29.259,7607,RECV,20202020302E30306720200D0A
09-07-2024 12:50:29.387,7608,RECV,20202020302E30306720200D0A
09-07-2024 12:50:29.450,7609,RECV,20202020302E30306720200D0A
09-07-2024 12:50:29.506,7610,RECV,20202020
09-07-2024 12:50:29.572,7611,RECV,302E30306720200D0A
09-07-2024 12:50:29.634,7612,RECV,20202020302E30306720200D0A
09-07-2024 12:50:29.759,7613,RECV,20202020302E30306720200D0A
09-07-2024 12:50:29.838,7614,RECV,20202020302E30306720200D0A
09-07-2024 12:50:29.947,7615,RECV,20202020302E30306720200D0A
09-07-2024 12:50:30.010,7616,RECV,20202020302E30306720200D
09-07-2024 12:50:30.073,7617,RECV,0A
09-07-2024 12:50:30.135,7618,RECV,20202020302E30306720200D0A
09-07-2024 12:50:30.198,7619,RECV,20202020302E30306720200D0A
09-07-2024 12:50:30.322,7620,RECV,20202020302E30306720200D0A
09-07-2024 12:50:30.387,7621,RECV,2020202030
09-07-2024 12:50:30.450,7622,RECV,2E30306720200D0A
09-07-2024 12:50:30.513,7623,RECV,20202020302E30306720200D0A
09-07-2024 12:50:30.635,7624,RECV,20202020302E30306720200D0A
09-07-2024 12:50:30.697,7625,RECV,20202020302E30306720200D0A
09-07-2024 12:50:30.822,7626,RECV,20202020302E30306720200D0A
09-07-2024 12:50:30.885,7627,RECV,20202020302E30
09-07-2024 12:50:30.947,7628,RECV,306720200D0A
09-07-2024 12:50:31.010,7629,RECV,20202020302E30306720200D0A
09-07-2024 12:50:31.072,7630,RECV,20202020302E30306720200D0A
09-07-2024 12:50:31.197,7631,RECV,20202020302E30306720200D0A
09-07-2024 12:50:31.325,7632,RECV,20202020302E30306720200D0A
