00:00:00.010 -> (3.3431084156, 3.1280546188, 3.2697947025, 3.3040077686, 3.3431084156, 3.2795698642)
00:00:00.182 -> (3.3382208347, 3.1085042953, 3.2502443790, 3.2893450260, 3.3088953495, 3.2649071216)
00:00:00.321 -> (3.3284456729, 3.0400781631, 3.2502443790, 3.2844574451, 3.2649071216, 3.2649071216)
00:00:00.462 -> (3.3382208347, 3.1427175998, 3.2551319599, 3.2893450260, 3.3528835773, 3.2746822834)
00:00:00.604 -> (3.3333332538, 3.0351905822, 3.2551319599, 3.2844574451, 3.2649071216, 3.2600195407)
00:00:00.745 -> (3.3333332538, 3.1427175998, 3.2697947025, 3.2942326068, 3.3528835773, 3.2649071216)
00:00:00.887 -> (3.3235580921, 3.0351905822, 3.2453567981, 3.2844574451, 3.2697947025, 3.2600195407)
00:00:01.031 -> (3.3333332538, 3.1036167144, 3.2649071216, 3.2991201877, 3.3137829303, 3.2746822834)
00:00:01.173 -> (3.3235580921, 3.0449657440, 3.2453567981, 3.2844574451, 3.2844574451, 3.2600195407)
00:00:01.314 -> (3.3382208347, 3.1133918762, 3.2209188938, 3.2746822834, 3.3382208347, 3.2697947025)
00:00:01.456 -> (3.3333332538, 3.0596284866, 3.2013685703, 3.2697947025, 3.2746822834, 3.2551319599)
00:00:01.597 -> (3.3284456729, 3.0987291336, 3.2111437320, 3.2746822834, 3.3333332538, 3.2697947025)
00:00:01.741 -> (3.3235580921, 3.0889539718, 3.2502443790, 3.2844574451, 3.3040077686, 3.2600195407)
00:00:01.966 -> (3.3333332538, 3.0840663909, 3.2600195407, 3.2893450260, 3.3040077686, 3.2746822834)
00:00:02.107 -> (3.3235580921, 3.0840663909, 3.2453567981, 3.2844574451, 3.2991201877, 3.2600195407)
00:00:02.248 -> (3.3235580921, 3.1036167144, 3.2355816364, 3.2942326068, 3.3137829303, 3.2649071216)
00:00:02.390 -> (3.3137829303, 3.0742912292, 3.2502443790, 3.2795698642, 3.3040077686, 3.2551319599)
00:00:02.534 -> (3.3333332538, 3.0694036483, 3.2551319599, 3.2893450260, 3.2844574451, 3.2649071216)
00:00:02.675 -> (3.3235580921, 3.0938415527, 3.2502443790, 3.2795698642, 3.3137829303, 3.2551319599)
00:00:02.817 -> (3.3284456729, 3.0742912292, 3.2551319599, 3.2893450260, 3.2893450260, 3.2697947025)
00:00:02.958 -> (3.3186705112, 3.0938415527, 3.2551319599, 3.2844574451, 3.3088953495, 3.2600195407)
00:00:03.099 -> (3.3284456729, 3.0840663909, 3.2600195407, 3.2942326068, 3.2942326068, 3.2649071216)
00:00:03.245 -> (3.3284456729, 3.1476051807, 3.2746822834, 3.2795698642, 3.3528835773, 3.2649071216)
00:00:03.386 -> (3.3235580921, 3.0742912292, 3.2551319599, 3.2795698642, 3.2649071216, 3.2649071216)
00:00:03.527 -> (3.3284456729, 3.1182794570, 3.2600195407, 3.2893450260, 3.3431084156, 3.2649071216)
00:00:03.668 -> (3.3284456729, 3.0694036483, 3.2551319599, 3.2893450260, 3.2893450260, 3.2649071216)
00:00:03.810 -> (3.3235580921, 3.1085042953, 3.2600195407, 3.2795698642, 3.3431084156, 3.2697947025)
00:00:03.954 -> (3.3186705112, 3.0351905822, 3.2258064746, 3.2649071216, 3.2844574451, 3.2649071216)
00:00:04.096 -> (3.3284456729, 3.1378300189, 3.2697947025, 3.2844574451, 3.3479959964, 3.2746822834)
