00:00:00.010 -> (3.3040077686, 3.1182794570, 3.2013685703, 3.3284456729, 3.1378300189, 2.9081134796)
00:00:00.194 -> (3.2795698642, 3.0791788101, 3.1818182468, 3.3088953495, 3.1133918762, 2.8836755752)
00:00:00.348 -> (3.2795698642, 3.0547409057, 3.1769306659, 3.3040077686, 3.0987291336, 2.8836755752)
00:00:00.501 -> (3.2746822834, 3.1133918762, 3.1769306659, 3.3040077686, 3.1231670379, 2.8836755752)
00:00:00.740 -> (3.2893450260, 3.1573803424, 3.2111437320, 3.3235580921, 3.1329424381, 2.8592374801)
00:00:00.894 -> (3.2844574451, 3.0791788101, 3.1818182468, 3.3088953495, 3.1133918762, 2.8836755752)
00:00:01.048 -> (3.2746822834, 3.0596284866, 3.1720430850, 3.3088953495, 3.1036167144, 2.8787879943)
00:00:01.202 -> (3.2795698642, 3.1133918762, 3.1769306659, 3.3088953495, 3.1280546188, 2.8787879943)
00:00:01.355 -> (3.2844574451, 3.1671555042, 3.1867058277, 3.3088953495, 3.1427175998, 2.8983383178)
00:00:01.510 -> (3.2844574451, 3.0889539718, 3.1769306659, 3.3137829303, 3.1133918762, 2.8739002227)
00:00:01.660 -> (3.2844574451, 3.0694036483, 3.1818182468, 3.3088953495, 3.1036167144, 2.8934507369)
00:00:01.815 -> (3.2697947025, 3.0547409057, 3.1573803424, 3.3137829303, 3.1036167144, 2.8690126419)
00:00:01.969 -> (3.2795698642, 3.1231670379, 3.1769306659, 3.3088953495, 3.1280546188, 2.8836755752)
00:00:02.122 -> (3.2844574451, 3.1622679233, 3.1915934085, 3.3137829303, 3.1476051807, 2.8934507369)
00:00:02.276 -> (3.2844574451, 3.0889539718, 3.1769306659, 3.3088953495, 3.1182794570, 2.8836755752)
00:00:02.433 -> (3.2844574451, 3.1036167144, 3.1182794570, 3.3088953495, 3.1329424381, 2.8836755752)
00:00:02.586 -> (3.2795698642, 3.1280546188, 3.1818182468, 3.3088953495, 3.1378300189, 2.8885631561)
00:00:02.740 -> (3.2893450260, 3.1427175998, 3.1573803424, 3.3186705112, 3.1378300189, 2.8690126419)
00:00:02.894 -> (3.2844574451, 3.0694036483, 3.1818182468, 3.3088953495, 3.1085042953, 2.8885631561)
00:00:03.048 -> (3.2697947025, 3.0645160675, 3.2013685703, 3.3040077686, 3.0840663909, 2.8934507369)
00:00:03.205 -> (3.2795698642, 3.1720430850, 3.1867058277, 3.3137829303, 3.1476051807, 2.9081134796)
00:00:03.358 -> (3.2893450260, 3.0987291336, 3.1867058277, 3.3137829303, 3.1182794570, 2.8836755752)
00:00:03.512 -> (3.2844574451, 3.0645160675, 3.1769306659, 3.3088953495, 3.0987291336, 2.8885631561)
00:00:03.665 -> (3.2746822834, 3.1085042953, 3.1524927616, 3.3040077686, 3.1231670379, 2.8787879943)
00:00:03.820 -> (3.2746822834, 3.1329424381, 3.1818182468, 3.3137829303, 3.1427175998, 2.8836755752)
00:00:04.067 -> (3.2746822834, 3.1133918762, 3.1769306659, 3.3088953495, 3.1231670379, 2.8885631561)
