00:00:00.010 -> (3.2600195407, 2.9863147735, 3.3235580921, 3.3186705112, 3.2111437320, 3.2502443790)
00:00:00.202 -> (3.2502443790, 3.0351905822, 3.2502443790, 3.3040077686, 3.2453567981, 3.2453567981)
00:00:00.363 -> (3.2453567981, 3.0254154205, 3.2795698642, 3.3040077686, 3.2258064746, 3.2404692173)
00:00:00.525 -> (3.2404692173, 2.9667644500, 3.2795698642, 3.3137829303, 3.2013685703, 3.2306940555)
00:00:00.690 -> (3.2453567981, 2.9716520309, 3.2795698642, 3.3137829303, 3.2013685703, 3.2306940555)
00:00:00.927 -> (3.2551319599, 2.9765396118, 3.2600195407, 3.2942326068, 3.2209188938, 3.2404692173)
00:00:01.088 -> (3.2502443790, 2.9814271926, 3.2844574451, 3.3088953495, 3.2013685703, 3.2355816364)
00:00:01.250 -> (3.2502443790, 3.0596284866, 3.2991201877, 3.3137829303, 3.2355816364, 3.2355816364)
00:00:01.412 -> (3.2453567981, 3.0156402587, 3.2746822834, 3.3137829303, 3.2209188938, 3.2355816364)
00:00:01.576 -> (3.2551319599, 2.9863147735, 3.2991201877, 3.2991201877, 3.2062561511, 3.2355816364)
00:00:01.738 -> (3.2453567981, 2.9814271926, 3.2893450260, 3.3088953495, 3.2062561511, 3.2306940555)
00:00:01.899 -> (3.2551319599, 3.0596284866, 3.2844574451, 3.3088953495, 3.2258064746, 3.2258064746)
00:00:02.061 -> (3.2453567981, 3.0156402587, 3.2795698642, 3.3040077686, 3.2209188938, 3.2355816364)
00:00:02.223 -> (3.2453567981, 2.9569892883, 3.2746822834, 3.3088953495, 3.1964809894, 3.2306940555)
00:00:02.387 -> (3.2502443790, 2.9765396118, 3.2795698642, 3.3088953495, 3.2013685703, 3.2306940555)
00:00:02.549 -> (3.2551319599, 3.0596284866, 3.3088953495, 3.3186705112, 3.2404692173, 3.2551319599)
00:00:02.711 -> (3.2453567981, 3.0156402587, 3.2795698642, 3.3040077686, 3.2209188938, 3.2355816364)
00:00:02.873 -> (3.2453567981, 2.9569892883, 3.2844574451, 3.3088953495, 3.2013685703, 3.2258064746)
00:00:03.034 -> (3.2404692173, 3.0058650970, 3.2893450260, 3.3088953495, 3.2111437320, 3.2404692173)
00:00:03.198 -> (3.2551319599, 3.0596284866, 3.3040077686, 3.3186705112, 3.2453567981, 3.2453567981)
00:00:03.360 -> (3.2404692173, 3.0205278396, 3.2844574451, 3.3040077686, 3.2209188938, 3.2306940555)
00:00:03.522 -> (3.2453567981, 2.9618768692, 3.2795698642, 3.3088953495, 3.2013685703, 3.2355816364)
00:00:03.684 -> (3.2453567981, 3.0009775161, 3.2795698642, 3.3137829303, 3.2160313129, 3.2404692173)
00:00:03.846 -> (3.2453567981, 3.0596284866, 3.2844574451, 3.3137829303, 3.2502443790, 3.2355816364)
00:00:04.009 -> (3.2404692173, 3.0205278396, 3.2795698642, 3.3088953495, 3.2258064746, 3.2355816364)
00:00:04.171 -> (3.2453567981, 2.9716520309, 3.2844574451, 3.3088953495, 3.1964809894, 3.2258064746)
00:00:04.333 -> (3.2502443790, 2.9960899353, 3.2844574451, 3.3088953495, 3.2111437320, 3.2355816364)
00:00:04.571 -> (3.2453567981, 2.9618768692, 3.2795698642, 3.3088953495, 3.1964809894, 3.2306940555)
00:00:04.732 -> (3.2600195407, 3.0205278396, 3.2844574451, 3.3137829303, 3.2209188938, 3.2355816364)
00:00:04.896 -> (3.2453567981, 3.0645160675, 3.2893450260, 3.3235580921, 3.2355816364, 3.2453567981)
00:00:05.059 -> (3.2453567981, 3.0205278396, 3.2746822834, 3.3088953495, 3.2209188938, 3.2306940555)
00:00:05.220 -> (3.2404692173, 2.9667644500, 3.2697947025, 3.3040077686, 3.1964809894, 3.2355816364)
00:00:05.382 -> (3.2453567981, 3.0058650970, 3.2893450260, 3.3088953495, 3.2111437320, 3.2404692173)
00:00:05.543 -> (3.2453567981, 3.0498533248, 3.2697947025, 3.3088953495, 3.2453567981, 3.2306940555)
00:00:05.708 -> (3.2355816364, 3.0254154205, 3.2893450260, 3.3040077686, 3.2258064746, 3.2258064746)
00:00:05.870 -> (3.2404692173, 2.9667644500, 3.2795698642, 3.3040077686, 3.2013685703, 3.2355816364)
00:00:06.031 -> (3.2502443790, 3.0009775161, 3.2844574451, 3.3088953495, 3.2160313129, 3.2404692173)
00:00:06.193 -> (3.2502443790, 3.0449657440, 3.2893450260, 3.3137829303, 3.2502443790, 3.2355816364)
00:00:06.354 -> (3.2355816364, 3.0058650970, 3.2649071216, 3.3088953495, 3.2013685703, 3.2306940555)
