00:00:00.010 -> (3.3870968818, 3.3675463199, 3.1524927616, 3.4017596244, 3.3870968818, 3.4604105949)
00:00:00.132 -> (3.3626587390, 3.3382208347, 3.1182794570, 3.3186705112, 3.3577711582, 3.4310851097)
00:00:00.238 -> (3.3675463199, 3.3284456729, 3.1182794570, 3.3235580921, 3.3577711582, 3.4310851097)
00:00:00.344 -> (3.3626587390, 3.3382208347, 3.1231670379, 3.3137829303, 3.3626587390, 3.4310851097)
00:00:00.450 -> (3.3577711582, 3.3382208347, 3.1231670379, 3.3088953495, 3.3528835773, 3.4310851097)
00:00:00.556 -> (3.3626587390, 3.3382208347, 3.1182794570, 3.3235580921, 3.3577711582, 3.4310851097)
00:00:00.664 -> (3.3626587390, 3.3382208347, 3.1182794570, 3.3137829303, 3.3577711582, 3.4359726905)
00:00:00.769 -> (3.3626587390, 3.3382208347, 3.1231670379, 3.3137829303, 3.3528835773, 3.4310851097)
00:00:00.874 -> (3.3626587390, 3.3382208347, 3.1231670379, 3.3235580921, 3.3577711582, 3.4310851097)
00:00:00.980 -> (3.3626587390, 3.3382208347, 3.1182794570, 3.3088953495, 3.3577711582, 3.4359726905)
00:00:01.086 -> (3.3528835773, 3.3479959964, 3.1231670379, 3.3186705112, 3.3626587390, 3.4359726905)
00:00:01.195 -> (3.3626587390, 3.3333332538, 3.1280546188, 3.2893450260, 3.3626587390, 3.4310851097)
00:00:01.298 -> (3.3626587390, 3.3333332538, 3.1182794570, 3.3137829303, 3.3577711582, 3.4310851097)
00:00:01.404 -> (3.3577711582, 3.3431084156, 3.1231670379, 3.3088953495, 3.3577711582, 3.4310851097)
00:00:01.511 -> (3.3626587390, 3.3431084156, 3.1231670379, 3.3088953495, 3.3675463199, 3.4310851097)
00:00:01.616 -> (3.3577711582, 3.3382208347, 3.1231670379, 3.3284456729, 3.3577711582, 3.4310851097)
00:00:01.726 -> (3.3626587390, 3.3431084156, 3.1182794570, 3.3333332538, 3.3577711582, 3.4310851097)
00:00:01.829 -> (3.3724339008, 3.3431084156, 3.1231670379, 3.3284456729, 3.3626587390, 3.4310851097)
00:00:01.935 -> (3.3626587390, 3.3382208347, 3.1231670379, 3.3235580921, 3.3528835773, 3.4310851097)
00:00:02.041 -> (3.3724339008, 3.3479959964, 3.1231670379, 3.2697947025, 3.3528835773, 3.4359726905)
00:00:02.147 -> (3.3528835773, 3.3431084156, 3.1280546188, 3.3675463199, 3.3577711582, 3.4310851097)
00:00:02.256 -> (3.3675463199, 3.3382208347, 3.1036167144, 3.2991201877, 3.3675463199, 3.4310851097)
00:00:02.360 -> (3.3724339008, 3.3479959964, 3.1231670379, 3.2991201877, 3.3577711582, 3.4310851097)
00:00:02.465 -> (3.3528835773, 3.3431084156, 3.1329424381, 3.3431084156, 3.3528835773, 3.4310851097)
00:00:02.572 -> (3.3577711582, 3.3382208347, 3.1329424381, 3.3577711582, 3.3528835773, 3.4310851097)
00:00:02.677 -> (3.3626587390, 3.3382208347, 3.1231670379, 3.3382208347, 3.3626587390, 3.4359726905)
00:00:02.787 -> (3.3675463199, 3.3284456729, 3.1231670379, 3.3040077686, 3.3577711582, 3.4359726905)
00:00:02.890 -> (3.3577711582, 3.3333332538, 3.1133918762, 3.3675463199, 3.3675463199, 3.4310851097)
00:00:02.996 -> (3.3675463199, 3.3431084156, 3.1182794570, 3.2942326068, 3.3479959964, 3.4310851097)
00:00:03.102 -> (3.3626587390, 3.3186705112, 3.1182794570, 3.3040077686, 3.3577711582, 3.4310851097)
00:00:03.208 -> (3.3626587390, 3.3088953495, 3.1133918762, 3.3333332538, 3.3626587390, 3.4310851097)
00:00:03.317 -> (3.3724339008, 3.3186705112, 3.1182794570, 3.2697947025, 3.3528835773, 3.4359726905)
00:00:03.421 -> (3.3626587390, 3.3088953495, 3.1133918762, 3.2893450260, 3.3479959964, 3.4310851097)
00:00:03.526 -> (3.3626587390, 3.3137829303, 3.1231670379, 3.2844574451, 3.3528835773, 3.4310851097)
00:00:03.633 -> (3.3626587390, 3.3186705112, 3.1280546188, 3.2942326068, 3.3528835773, 3.4310851097)
00:00:03.738 -> (3.3577711582, 3.3137829303, 3.1280546188, 3.3773214817, 3.3577711582, 3.4310851097)
00:00:03.847 -> (3.3626587390, 3.3137829303, 3.1231670379, 3.3528835773, 3.3577711582, 3.4310851097)
00:00:03.951 -> (3.3577711582, 3.3137829303, 3.1231670379, 3.3626587390, 3.3528835773, 3.4310851097)
00:00:04.057 -> (3.3577711582, 3.3088953495, 3.1231670379, 3.3284456729, 3.3577711582, 3.4310851097)
00:00:04.163 -> (3.3675463199, 3.3137829303, 3.1182794570, 3.2795698642, 3.3577711582, 3.4310851097)
00:00:04.269 -> (3.3626587390, 3.3137829303, 3.1280546188, 3.2893450260, 3.3626587390, 3.4310851097)
00:00:04.377 -> (3.3675463199, 3.3137829303, 3.1133918762, 3.3040077686, 3.3528835773, 3.4261975288)
00:00:04.482 -> (3.3626587390, 3.3040077686, 3.1085042953, 3.3382208347, 3.3626587390, 3.4310851097)
00:00:04.587 -> (3.3724339008, 3.3137829303, 3.1133918762, 3.2746822834, 3.3626587390, 3.4310851097)
00:00:04.694 -> (3.3724339008, 3.3186705112, 3.1133918762, 3.2893450260, 3.3626587390, 3.4359726905)
00:00:04.799 -> (3.3675463199, 3.3137829303, 3.1133918762, 3.2600195407, 3.3528835773, 3.4310851097)
00:00:04.908 -> (3.3675463199, 3.3137829303, 3.1280546188, 3.3235580921, 3.3626587390, 3.4310851097)
00:00:05.012 -> (3.3724339008, 3.3137829303, 3.1231670379, 3.3284456729, 3.3626587390, 3.4359726905)
00:00:05.117 -> (3.3675463199, 3.3088953495, 3.1231670379, 3.3040077686, 3.3528835773, 3.4310851097)
00:00:05.224 -> (3.3675463199, 3.3137829303, 3.1231670379, 3.3088953495, 3.3577711582, 3.4359726905)
00:00:05.329 -> (3.3626587390, 3.3431084156, 3.1231670379, 3.3186705112, 3.3577711582, 3.4310851097)
00:00:05.438 -> (3.3626587390, 3.3431084156, 3.1182794570, 3.3235580921, 3.3577711582, 3.4310851097)
00:00:05.541 -> (3.3675463199, 3.3431084156, 3.1231670379, 3.3137829303, 3.3577711582, 3.4359726905)
00:00:05.648 -> (3.3626587390, 3.3431084156, 3.1231670379, 3.3137829303, 3.3577711582, 3.4310851097)
00:00:05.754 -> (3.3626587390, 3.3431084156, 3.1182794570, 3.3186705112, 3.3577711582, 3.4310851097)
00:00:05.860 -> (3.3675463199, 3.3431084156, 3.1329424381, 3.3235580921, 3.3528835773, 3.4359726905)
00:00:05.969 -> (3.3626587390, 3.3382208347, 3.1280546188, 3.3137829303, 3.3577711582, 3.4359726905)
00:00:06.072 -> (3.3675463199, 3.3431084156, 3.1133918762, 3.2893450260, 3.3626587390, 3.4310851097)
