09-20-2024 14:00:26.107,-,SERIAL,"COM12 - 9600/8/N/1/N"

09-20-2024 14:00:26.232,1424,RECV,20202020342E39396720200D0A
09-20-2024 14:00:26.295,1425,RECV,20202020342E39396720200D0A
09-20-2024 14:00:26.357,1426,RECV,202020
09-20-2024 14:00:26.420,1427,RECV,20342E39396720200D0A
09-20-2024 14:00:26.482,1428,RECV,20202020342E39396720200D0A
09-20-2024 14:00:26.545,1429,RECV,20202020342E39396720200D0A
09-20-2024 14:00:26.670,1430,RECV,20202020342E39396720200D0A
09-20-2024 14:00:26.795,1431,RECV,20202020342E39396720200D0A
09-20-2024 14:00:26.857,1432,RECV,20202020342E39396720200D0A
09-20-2024 14:00:26.920,1433,RECV,20202020342E3939
09-20-2024 14:00:26.982,1434,RECV,6720200D0A
09-20-2024 14:00:27.107,1435,RECV,20202020342E39396720200D0A
09-20-2024 14:00:27.170,1436,RECV,20202020342E39396720200D0A
09-20-2024 14:00:27.232,1437,RECV,20202020342E39396720200D0A
09-20-2024 14:00:27.357,1438,RECV,20202020342E39396720200D0A
09-20-2024 14:00:27.420,1439,RECV,20202020342E39396720200D0A
09-20-2024 14:00:27.545,1440,RECV,20202020342E39396720200D0A
09-20-2024 14:00:27.607,1441,RECV,20202020342E3939672020
09-20-2024 14:00:27.670,1442,RECV,0D0A
09-20-2024 14:00:27.732,1443,RECV,20202020342E39396720200D0A
09-20-2024 14:00:27.795,1444,RECV,20202020342E39396720200D0A
09-20-2024 14:00:27.920,1445,RECV,20202020342E39396720200D0A
09-20-2024 14:00:28.045,1446,RECV,20202020352E30306720200D0A
09-20-2024 14:00:28.107,1447,RECV,20202020352E3030672020
09-20-2024 14:00:28.170,1448,RECV,0D0A20202020352E30306720200D0A
09-20-2024 14:00:28.295,1449,RECV,20202020352E30306720200D0A
09-20-2024 14:00:28.420,1450,RECV,20202020352E30306720200D0A
09-20-2024 14:00:28.482,1451,RECV,20202020352E30306720200D0A
09-20-2024 14:00:28.545,1452,RECV,20202020352E30
09-20-2024 14:00:28.607,1453,RECV,306720200D0A
09-20-2024 14:00:28.732,1454,RECV,20202020352E30306720200D0A202020
09-20-2024 14:00:28.795,1455,RECV,20352E30306720200D0A
09-20-2024 14:00:28.857,1456,RECV,20202020352E30306720200D0A
09-20-2024 14:00:28.982,1457,RECV,20202020352E30306720200D0A
09-20-2024 14:00:29.107,1458,RECV,20202020342E39396720200D0A
09-20-2024 14:00:29.170,1459,RECV,20202020342E39396720200D0A
09-20-2024 14:00:29.232,1460,RECV,202020
09-20-2024 14:00:29.232,1461,RECV,20
09-20-2024 14:00:29.295,1462,RECV,342E39396720200D0A
09-20-2024 14:00:29.357,1463,RECV,20202020342E39396720200D0A
09-20-2024 14:00:29.420,1464,RECV,20202020342E39396720200D0A
09-20-2024 14:00:29.545,1465,RECV,20202020342E39396720200D0A
09-20-2024 14:00:29.670,1466,RECV,20202020342E39396720200D0A
09-20-2024 14:00:29.732,1467,RECV,20202020342E39396720200D0A
09-20-2024 14:00:29.795,1468,RECV,20202020342E3939672020
09-20-2024 14:00:29.795,1469,RECV,0D
09-20-2024 14:00:29.857,1470,RECV,0A
09-20-2024 14:00:29.920,1471,RECV,2020
09-20-2024 14:00:29.982,1472,RECV,2020342E39396720200D0A
09-20-2024 14:00:30.045,1473,RECV,20202020342E39396720200D0A
09-20-2024 14:00:30.170,1474,RECV,20202020342E39396720200D0A
09-20-2024 14:00:30.232,1475,RECV,20202020342E39396720200D0A
09-20-2024 14:00:30.295,1476,RECV,20202020342E39396720200D0A
09-20-2024 14:00:30.419,1477,RECV,20202020342E39396720200D0A
09-20-2024 14:00:30.482,1478,RECV,20202020342E39396720200D0A
09-20-2024 14:00:30.607,1479,RECV,2020202034
09-20-2024 14:00:30.669,1480,RECV,2E39396720200D0A
09-20-2024 14:00:30.732,1481,RECV,20202020342E39396720200D0A
09-20-2024 14:00:30.794,1482,RECV,20202020342E39396720200D0A
09-20-2024 14:00:30.857,1483,RECV,2020202034
09-20-2024 14:00:30.857,1484,RECV,2E
09-20-2024 14:00:30.919,1485,RECV,39396720200D0A
09-20-2024 14:00:30.982,1486,RECV,20202020342E39396720200D0A
09-20-2024 14:00:31.107,1487,RECV,20202020342E39396720200D0A
09-20-2024 14:00:31.169,1488,RECV,20202020342E39396720200D0A
09-20-2024 14:00:31.294,1489,RECV,20202020342E39396720200D0A
09-20-2024 14:00:31.357,1490,RECV,20202020342E
09-20-2024 14:00:31.419,1491,RECV,39396720200D0A
09-20-2024 14:00:31.482,1492,RECV,20202020342E39396720200D0A
09-20-2024 14:00:31.544,1493,RECV,20202020342E39396720200D
09-20-2024 14:00:31.544,1494,RECV,0A
09-20-2024 14:00:31.669,1495,RECV,202020
09-20-2024 14:00:31.732,1496,RECV,20342E39396720200D0A
09-20-2024 14:00:31.794,1497,RECV,20202020342E39396720200D0A
09-20-2024 14:00:31.857,1498,RECV,20202020342E39396720200D0A
09-20-2024 14:00:31.982,1499,RECV,20202020342E39396720200D0A
09-20-2024 14:00:32.044,1500,RECV,20202020342E39396720200D0A
09-20-2024 14:00:32.169,1501,RECV,20202020342E39396720200D0A
09-20-2024 14:00:32.294,1502,RECV,20202020342E39396720200D0A2020202034
09-20-2024 14:00:32.357,1503,RECV,2E39396720200D0A
09-20-2024 14:00:32.419,1504,RECV,20202020342E39396720200D0A
09-20-2024 14:00:32.482,1505,RECV,20202020342E39396720200D
09-20-2024 14:00:32.544,1506,RECV,0A
09-20-2024 14:00:32.607,1507,RECV,2020
09-20-2024 14:00:32.607,1508,RECV,20
09-20-2024 14:00:32.669,1509,RECV,20342E39396720200D0A
09-20-2024 14:00:32.732,1510,RECV,20202020342E39396720200D0A
09-20-2024 14:00:32.857,1511,RECV,20202020342E39396720200D0A
09-20-2024 14:00:32.919,1512,RECV,20202020342E39396720200D0A
09-20-2024 14:00:33.044,1513,RECV,20202020342E39396720200D0A
09-20-2024 14:00:33.107,1514,RECV,20202020342E39396720200D0A
09-20-2024 14:00:33.169,1515,RECV,20202020342E39396720200D
09-20-2024 14:00:33.232,1516,RECV,0A
09-20-2024 14:00:33.294,1517,RECV,20202020342E39396720200D0A
09-20-2024 14:00:33.419,1518,RECV,20202020342E39396720200D0A
09-20-2024 14:00:33.482,1519,RECV,20202020342E39396720200D0A
09-20-2024 14:00:33.607,1520,RECV,20202020342E39396720200D0A
09-20-2024 14:00:33.669,1521,RECV,20202020352E30306720200D
09-20-2024 14:00:33.732,1522,RECV,0A
09-20-2024 14:00:33.794,1523,RECV,20202020352E30306720200D0A
09-20-2024 14:00:33.857,1524,RECV,20202020352E30306720200D0A
09-20-2024 14:00:33.982,1525,RECV,20202020352E303067
09-20-2024 14:00:34.044,1526,RECV,20200D0A2020
09-20-2024 14:00:34.107,1527,RECV,2020352E30306720200D0A
09-20-2024 14:00:34.169,1528,RECV,20202020352E30306720200D0A
09-20-2024 14:00:34.294,1529,RECV,20202020352E30306720200D0A
09-20-2024 14:00:34.357,1530,RECV,20202020352E30306720200D0A
09-20-2024 14:00:34.419,1531,RECV,2020202035
09-20-2024 14:00:34.482,1532,RECV,2E30306720200D0A
09-20-2024 14:00:34.544,1533,RECV,20202020352E30306720200D0A
09-20-2024 14:00:34.607,1534,RECV,20202020352E30306720200D
09-20-2024 14:00:34.669,1535,RECV,0A
09-20-2024 14:00:34.732,1536,RECV,20202020352E30306720200D0A
09-20-2024 14:00:34.857,1537,RECV,20202020352E30306720200D0A
09-20-2024 14:00:34.919,1538,RECV,20202020352E30306720200D0A
09-20-2024 14:00:35.044,1539,RECV,20202020352E30306720200D0A
09-20-2024 14:00:35.106,1540,RECV,20202020352E30306720200D
09-20-2024 14:00:35.169,1541,RECV,0A2020202035
09-20-2024 14:00:35.231,1542,RECV,2E30306720200D0A
09-20-2024 14:00:35.356,1543,RECV,20202020352E30306720200D0A
09-20-2024 14:00:35.419,1544,RECV,20202020352E30306720200D0A
09-20-2024 14:00:35.544,1545,RECV,20202020352E30306720200D0A
09-20-2024 14:00:35.606,1546,RECV,20202020352E30306720200D0A
09-20-2024 14:00:35.731,1547,RECV,20202020352E30306720200D0A
09-20-2024 14:00:35.794,1548,RECV,20202020352E30306720200D0A
09-20-2024 14:00:35.856,1549,RECV,2020202035
09-20-2024 14:00:35.919,1550,RECV,2E30306720200D0A
09-20-2024 14:00:35.981,1551,RECV,20202020352E30306720200D0A
09-20-2024 14:00:36.106,1552,RECV,20202020352E30306720200D0A
09-20-2024 14:00:36.169,1553,RECV,20202020352E30306720200D0A
09-20-2024 14:00:36.294,1554,RECV,20202020352E30306720200D0A
09-20-2024 14:00:36.419,1555,RECV,20202020352E30306720200D0A
09-20-2024 14:00:36.481,1556,RECV,20202020352E30306720200D0A
09-20-2024 14:00:36.544,1557,RECV,20202020352E30306720200D0A
09-20-2024 14:00:36.669,1558,RECV,20202020352E30306720200D0A
09-20-2024 14:00:36.731,1559,RECV,20202020352E3030672020
09-20-2024 14:00:36.731,1560,RECV,0D
09-20-2024 14:00:36.794,1561,RECV,0A
09-20-2024 14:00:36.856,1562,RECV,2020
09-20-2024 14:00:36.919,1563,RECV,2020352E30306720200D0A
09-20-2024 14:00:36.981,1564,RECV,20202020352E30306720200D0A
09-20-2024 14:00:37.044,1565,RECV,20202020352E30306720200D0A
09-20-2024 14:00:37.169,1566,RECV,20202020352E30306720200D0A
09-20-2024 14:00:37.231,1567,RECV,20202020352E30306720200D0A
09-20-2024 14:00:37.356,1568,RECV,20202020352E30306720200D0A
09-20-2024 14:00:37.419,1569,RECV,20202020352E30306720200D0A
