09-14-2024 12:20:45.091,-,SERIAL,"COM9 - 9600/8/N/1/N"

09-14-2024 12:20:45.181,1527,RECV,20202020312E39396720200D0A
09-14-2024 12:20:45.233,1528,RECV,20202020312E39396720200D0A
09-14-2024 12:20:45.283,1529,RECV,20202020312E39396720200D0A
09-14-2024 12:20:45.398,1530,RECV,20202020312E
09-14-2024 12:20:45.450,1531,RECV,39396720200D0A
09-14-2024 12:20:45.516,1532,RECV,20202020312E39396720200D0A
09-14-2024 12:20:45.566,1533,RECV,20202020312E39396720200D0A
09-14-2024 12:20:45.681,1534,RECV,20202020312E39396720200D0A
09-14-2024 12:20:45.796,1535,RECV,20202020312E39396720200D0A
09-14-2024 12:20:45.849,1536,RECV,20202020312E39396720200D0A
09-14-2024 12:20:45.949,1537,RECV,20202020312E39396720200D0A
09-14-2024 12:20:46.063,1538,RECV,20202020312E39396720200D0A
09-14-2024 12:20:46.117,1539,RECV,20202020312E39396720200D0A
09-14-2024 12:20:46.233,1540,RECV,20202020312E39396720200D0A
09-14-2024 12:20:46.333,1541,RECV,20202020312E39396720200D0A
09-14-2024 12:20:46.398,1542,RECV,20202020312E39396720200D0A
09-14-2024 12:20:46.511,1543,RECV,20202020312E39396720200D0A
09-14-2024 12:20:46.574,1544,RECV,20202020312E39396720200D0A
09-14-2024 12:20:46.636,1545,RECV,20202020312E39396720200D0A
09-14-2024 12:20:46.761,1546,RECV,2020202031
09-14-2024 12:20:46.824,1547,RECV,2E39396720200D0A
09-14-2024 12:20:46.886,1548,RECV,20202020312E39396720200D0A
09-14-2024 12:20:47.000,1549,RECV,20202020312E39396720200D0A
09-14-2024 12:20:47.063,1550,RECV,20202020312E39396720200D0A
09-14-2024 12:20:47.126,1551,RECV,20202020312E39396720200D0A
09-14-2024 12:20:47.250,1552,RECV,20202020312E39396720200D0A
09-14-2024 12:20:47.313,1553,RECV,20202020312E39396720200D0A
09-14-2024 12:20:47.417,1554,RECV,20202020312E39396720200D0A
09-14-2024 12:20:47.518,1555,RECV,20202020312E39396720200D0A
09-14-2024 12:20:47.583,1556,RECV,20202020312E39396720200D0A
09-14-2024 12:20:47.684,1557,RECV,20202020312E39396720200D0A
09-14-2024 12:20:47.734,1558,RECV,20202020312E3939672020
09-14-2024 12:20:47.801,1559,RECV,0D0A
09-14-2024 12:20:47.851,1560,RECV,20202020312E39396720200D0A
09-14-2024 12:20:47.951,1561,RECV,20202020312E39396720
09-14-2024 12:20:48.017,1562,RECV,200D0A20202020312E39396720200D0A
09-14-2024 12:20:48.118,1563,RECV,20202020312E3939672020
09-14-2024 12:20:48.118,1564,RECV,0D
09-14-2024 12:20:48.168,1565,RECV,0A
09-14-2024 12:20:48.285,1566,RECV,20202020312E39396720200D0A
09-14-2024 12:20:48.335,1567,RECV,20202020312E39396720200D0A
09-14-2024 12:20:48.399,1568,RECV,20202020312E39396720200D0A
09-14-2024 12:20:48.502,1569,RECV,20202020312E39396720200D0A
09-14-2024 12:20:48.602,1570,RECV,20202020312E39396720200D0A
09-14-2024 12:20:48.652,1571,RECV,20202020312E39396720200D0A
09-14-2024 12:20:48.769,1572,RECV,20202020312E39396720200D0A
09-14-2024 12:20:48.869,1573,RECV,20202020312E3939672020
09-14-2024 12:20:48.918,1574,RECV,0D0A
09-14-2024 12:20:48.985,1575,RECV,20202020312E39396720200D0A
09-14-2024 12:20:49.085,1576,RECV,20202020312E39396720200D0A
09-14-2024 12:20:49.136,1577,RECV,20202020312E39
09-14-2024 12:20:49.136,1578,RECV,39
09-14-2024 12:20:49.202,1579,RECV,6720200D0A20202020
09-14-2024 12:20:49.251,1580,RECV,312E39396720200D0A
09-14-2024 12:20:49.352,1581,RECV,20202020312E39396720200D0A
09-14-2024 12:20:49.402,1582,RECV,2020
09-14-2024 12:20:49.402,1583,RECV,20
09-14-2024 12:20:49.452,1584,RECV,20312E39396720200D0A
09-14-2024 12:20:49.503,1585,RECV,20202020312E39396720200D0A
09-14-2024 12:20:49.618,1586,RECV,20202020312E39396720200D0A
09-14-2024 12:20:49.720,1587,RECV,20202020312E39396720200D0A
09-14-2024 12:20:49.785,1588,RECV,20202020312E39396720200D0A
09-14-2024 12:20:49.886,1589,RECV,20202020312E39396720200D0A
09-14-2024 12:20:49.986,1590,RECV,20202020312E39396720200D0A
09-14-2024 12:20:50.036,1591,RECV,20202020312E39396720200D0A
