09-13-2024 11:10:29.954,-,SERIAL,"COM14 - 9600/8/N/1/N"

09-13-2024 11:10:30.048,2021,RECV,20202020342E39396720200D0A
09-13-2024 11:10:30.111,2022,RECV,20202020342E39396720200D0A
09-13-2024 11:10:30.236,2023,RECV,20202020342E39396720200D0A
09-13-2024 11:10:30.298,2024,RECV,20202020342E39396720200D
09-13-2024 11:10:30.361,2025,RECV,0A
09-13-2024 11:10:30.423,2026,RECV,20202020342E39396720200D0A
09-13-2024 11:10:30.486,2027,RECV,20202020342E39396720200D0A
09-13-2024 11:10:30.611,2028,RECV,20202020342E39396720200D0A
09-13-2024 11:10:30.736,2029,RECV,20202020342E39396720200D0A
09-13-2024 11:10:30.798,2030,RECV,20202020342E39396720200D0A
09-13-2024 11:10:30.923,2031,RECV,20202020342E39396720200D0A
09-13-2024 11:10:30.986,2032,RECV,20202020342E39396720200D0A
09-13-2024 11:10:31.110,2033,RECV,20202020342E39396720200D0A
09-13-2024 11:10:31.173,2034,RECV,20202020342E39
09-13-2024 11:10:31.235,2035,RECV,396720200D0A20202020342E39396720200D
09-13-2024 11:10:31.298,2036,RECV,0A
09-13-2024 11:10:31.360,2037,RECV,20202020342E39396720200D0A
09-13-2024 11:10:31.485,2038,RECV,20202020342E39396720200D0A
09-13-2024 11:10:31.610,2039,RECV,20202020342E39396720200D0A
09-13-2024 11:10:31.673,2040,RECV,20202020342E39396720200D0A
09-13-2024 11:10:31.735,2041,RECV,20202020342E39396720200D0A
09-13-2024 11:10:31.860,2042,RECV,20202020342E39396720200D0A
09-13-2024 11:10:31.985,2043,RECV,20202020342E39396720200D0A
09-13-2024 11:10:32.048,2044,RECV,20202020342E39396720200D0A
09-13-2024 11:10:32.173,2045,RECV,20202020342E39396720200D0A
09-13-2024 11:10:32.235,2046,RECV,20202020342E39396720200D0A
09-13-2024 11:10:32.360,2047,RECV,20202020342E39396720200D0A
09-13-2024 11:10:32.423,2049,RECV,20
09-13-2024 11:10:32.423,2048,RECV,20
09-13-2024 11:10:32.485,2050,RECV,2020342E39396720200D0A20202020342E39
09-13-2024 11:10:32.548,2051,RECV,396720200D0A
09-13-2024 11:10:32.610,2052,RECV,20202020342E39396720200D0A
09-13-2024 11:10:32.735,2053,RECV,20202020342E39396720200D0A
09-13-2024 11:10:32.860,2054,RECV,20202020342E39396720200D0A
09-13-2024 11:10:32.923,2055,RECV,20202020342E39396720200D0A
09-13-2024 11:10:33.048,2056,RECV,20202020342E39396720200D0A
09-13-2024 11:10:33.110,2057,RECV,20202020342E39396720200D0A
09-13-2024 11:10:33.235,2058,RECV,20202020342E39396720200D0A
09-13-2024 11:10:33.298,2059,RECV,20202020342E39396720200D0A
09-13-2024 11:10:33.360,2060,RECV,20202020342E39396720200D0A
09-13-2024 11:10:33.485,2061,RECV,20202020342E3939672020
09-13-2024 11:10:33.548,2062,RECV,0D0A2020
09-13-2024 11:10:33.610,2063,RECV,2020342E39396720200D0A
09-13-2024 11:10:33.735,2064,RECV,20202020342E39396720200D0A
09-13-2024 11:10:33.798,2065,RECV,20202020342E39396720200D0A
09-13-2024 11:10:33.860,2066,RECV,20202020342E39396720200D
09-13-2024 11:10:33.860,2067,RECV,0A
09-13-2024 11:10:33.985,2068,RECV,20202020342E39396720200D0A
09-13-2024 11:10:34.048,2069,RECV,20202020342E39396720200D0A
09-13-2024 11:10:34.173,2070,RECV,20202020342E39396720200D0A
09-13-2024 11:10:34.235,2071,RECV,20
09-13-2024 11:10:34.298,2072,RECV,202020342E39396720200D0A
09-13-2024 11:10:34.360,2073,RECV,20202020342E39396720200D0A
09-13-2024 11:10:34.485,2074,RECV,20202020342E39396720200D0A
09-13-2024 11:10:34.548,2075,RECV,20202020342E39396720200D0A
09-13-2024 11:10:34.610,2076,RECV,2020202034
09-13-2024 11:10:34.673,2077,RECV,2E39396720200D0A
09-13-2024 11:10:34.735,2078,RECV,20202020342E39396720200D0A
09-13-2024 11:10:34.860,2079,RECV,20202020342E39396720200D0A
09-13-2024 11:10:34.923,2080,RECV,20202020342E39396720200D0A
09-13-2024 11:10:35.048,2081,RECV,20202020342E39396720200D0A
09-13-2024 11:10:35.173,2082,RECV,20202020342E39396720200D0A
09-13-2024 11:10:35.235,2083,RECV,20202020342E39396720200D0A
09-13-2024 11:10:35.298,2084,RECV,20202020342E39396720200D0A
09-13-2024 11:10:35.423,2085,RECV,20202020342E39396720200D0A
09-13-2024 11:10:35.548,2086,RECV,20202020342E39396720200D0A
09-13-2024 11:10:35.610,2087,RECV,20202020342E39396720200D0A
09-13-2024 11:10:35.735,2088,RECV,20202020342E39396720200D0A
09-13-2024 11:10:35.797,2089,RECV,20202020342E39396720200D0A
09-13-2024 11:10:35.922,2090,RECV,20202020342E39396720200D0A
09-13-2024 11:10:36.047,2091,RECV,20202020342E39396720200D0A
09-13-2024 11:10:36.110,2092,RECV,20202020342E39396720200D0A
09-13-2024 11:10:36.172,2093,RECV,20202020342E39396720200D0A
09-13-2024 11:10:36.297,2094,RECV,20202020342E39396720200D0A
09-13-2024 11:10:36.360,2095,RECV,20202020342E39396720200D0A
09-13-2024 11:10:36.485,2096,RECV,20202020342E39396720200D0A
09-13-2024 11:10:36.610,2097,RECV,20202020342E39396720200D0A
09-13-2024 11:10:36.672,2098,RECV,20202020342E39396720200D0A
09-13-2024 11:10:36.735,2099,RECV,20202020342E393967
09-13-2024 11:10:36.735,2100,RECV,20
09-13-2024 11:10:36.797,2101,RECV,200D0A
09-13-2024 11:10:36.860,2102,RECV,20202020342E39396720200D0A
09-13-2024 11:10:36.985,2103,RECV,20202020342E39396720200D0A
09-13-2024 11:10:37.047,2104,RECV,20202020342E39396720200D0A
09-13-2024 11:10:37.172,2105,RECV,20202020342E39396720200D0A
09-13-2024 11:10:37.235,2106,RECV,20202020342E39396720200D0A
09-13-2024 11:10:37.360,2107,RECV,20202020342E39396720200D0A
09-13-2024 11:10:37.422,2108,RECV,20202020342E39396720200D
09-13-2024 11:10:37.485,2109,RECV,0A
09-13-2024 11:10:37.547,2110,RECV,202020
09-13-2024 11:10:37.610,2111,RECV,20342E39396720200D0A
09-13-2024 11:10:37.672,2112,RECV,20202020342E39396720200D0A
09-13-2024 11:10:37.735,2113,RECV,20202020342E39396720200D0A
09-13-2024 11:10:37.860,2114,RECV,20202020342E39396720200D0A
09-13-2024 11:10:37.922,2115,RECV,20202020342E39396720200D0A
09-13-2024 11:10:38.047,2116,RECV,20202020342E39396720200D0A
09-13-2024 11:10:38.110,2117,RECV,20202020342E39396720200D0A
09-13-2024 11:10:38.235,2118,RECV,20202020342E39396720200D0A
09-13-2024 11:10:38.297,2119,RECV,20202020342E39396720200D0A
09-13-2024 11:10:38.422,2120,RECV,20202020342E39396720200D0A
09-13-2024 11:10:38.485,2121,RECV,20202020342E39
09-13-2024 11:10:38.547,2122,RECV,396720200D0A
09-13-2024 11:10:38.610,2123,RECV,20202020342E39396720200D0A
09-13-2024 11:10:38.672,2124,RECV,20202020342E39396720200D0A
09-13-2024 11:10:38.797,2125,RECV,20202020342E39396720200D0A
09-13-2024 11:10:38.860,2126,RECV,20202020342E3939672020
09-13-2024 11:10:38.922,2127,RECV,0D0A
09-13-2024 11:10:38.985,2128,RECV,2020
09-13-2024 11:10:39.047,2129,RECV,2020342E39396720200D0A
09-13-2024 11:10:39.110,2130,RECV,20202020342E39396720200D0A
09-13-2024 11:10:39.172,2131,RECV,20202020342E393967
09-13-2024 11:10:39.172,2132,RECV,20
09-13-2024 11:10:39.235,2133,RECV,200D0A20202020342E39396720200D0A
09-13-2024 11:10:39.360,2134,RECV,20202020342E39396720200D0A
09-13-2024 11:10:39.485,2135,RECV,20202020342E39396720200D0A
09-13-2024 11:10:39.610,2136,RECV,20202020342E39396720200D0A202020
09-13-2024 11:10:39.610,2137,RECV,20
09-13-2024 11:10:39.672,2138,RECV,342E39396720200D0A
09-13-2024 11:10:39.735,2139,RECV,20202020342E39396720200D0A
09-13-2024 11:10:39.860,2140,RECV,20202020342E39396720200D0A
09-13-2024 11:10:39.985,2141,RECV,20202020342E39396720200D0A
09-13-2024 11:10:40.047,2142,RECV,20202020342E39396720200D0A
09-13-2024 11:10:40.110,2143,RECV,2020202034
09-13-2024 11:10:40.172,2144,RECV,2E39396720200D0A
09-13-2024 11:10:40.234,2145,RECV,20202020342E39396720200D0A
09-13-2024 11:10:40.359,2146,RECV,20202020342E39396720200D0A
09-13-2024 11:10:40.422,2147,RECV,20202020342E39396720200D0A
09-13-2024 11:10:40.547,2148,RECV,20202020342E39396720200D0A
09-13-2024 11:10:40.609,2149,RECV,20202020342E3939
09-13-2024 11:10:40.672,2150,RECV,6720200D0A
09-13-2024 11:10:40.734,2151,RECV,20202020342E39396720200D0A
09-13-2024 11:10:40.797,2152,RECV,20202020342E39396720200D0A
09-13-2024 11:10:40.922,2153,RECV,20202020342E39396720200D0A
09-13-2024 11:10:41.047,2154,RECV,20202020342E39396720200D0A
09-13-2024 11:10:41.109,2155,RECV,20202020342E39396720
09-13-2024 11:10:41.109,2156,RECV,20
09-13-2024 11:10:41.172,2157,RECV,0D0A20202020
09-13-2024 11:10:41.234,2158,RECV,342E39396720200D0A
09-13-2024 11:10:41.297,2159,RECV,20202020342E39396720200D0A
09-13-2024 11:10:41.422,2160,RECV,20202020342E39396720200D0A
09-13-2024 11:10:41.484,2161,RECV,20202020342E39396720200D0A
09-13-2024 11:10:41.609,2162,RECV,20202020342E39396720200D0A
09-13-2024 11:10:41.672,2163,RECV,20202020342E
09-13-2024 11:10:41.734,2164,RECV,39396720200D0A
