09-13-2024 11:50:56.920,-,SERIAL,"COM14 - 9600/8/N/1/N"

09-13-2024 11:50:56.967,3336,RECV,200D0A
09-13-2024 11:50:57.092,3337,RECV,20202020342E39396720200D0A
09-13-2024 11:50:57.154,3338,RECV,20202020342E39396720200D0A
09-13-2024 11:50:57.217,3339,RECV,20202020342E39396720200D0A
09-13-2024 11:50:57.342,3340,RECV,20202020342E39396720200D0A
09-13-2024 11:50:57.404,3341,RECV,20202020342E39396720200D0A
09-13-2024 11:50:57.529,3342,RECV,20202020342E39396720200D0A
09-13-2024 11:50:57.592,3343,RECV,20202020342E39396720200D0A
09-13-2024 11:50:57.717,3344,RECV,2020202034
09-13-2024 11:50:57.779,3345,RECV,2E39396720200D0A
09-13-2024 11:50:57.842,3346,RECV,20202020342E39396720200D0A
09-13-2024 11:50:57.905,3347,RECV,20202020342E39396720200D0A
09-13-2024 11:50:58.030,3348,RECV,20202020342E39396720200D0A
09-13-2024 11:50:58.092,3349,RECV,20202020342E39396720200D0A
09-13-2024 11:50:58.217,3350,RECV,20202020342E39396720200D0A
09-13-2024 11:50:58.280,3351,RECV,20202020342E39396720200D0A
09-13-2024 11:50:58.405,3352,RECV,20202020342E39396720200D0A
09-13-2024 11:50:58.467,3353,RECV,20
09-13-2024 11:50:58.530,3354,RECV,202020342E39396720200D0A20202020342E
09-13-2024 11:50:58.592,3355,RECV,39396720200D0A
09-13-2024 11:50:58.655,3356,RECV,20202020342E39396720200D0A
09-13-2024 11:50:58.780,3357,RECV,20202020342E39396720200D0A
09-13-2024 11:50:58.904,3358,RECV,20202020342E39396720200D0A
09-13-2024 11:50:58.967,3359,RECV,20202020342E39396720200D0A
09-13-2024 11:50:59.092,3360,RECV,20202020342E39396720200D0A
09-13-2024 11:50:59.154,3361,RECV,20202020342E39396720200D0A
09-13-2024 11:50:59.217,3362,RECV,20202020342E39396720200D0A
09-13-2024 11:50:59.342,3363,RECV,20202020342E39396720200D0A
09-13-2024 11:50:59.467,3364,RECV,20202020342E39396720200D0A
09-13-2024 11:50:59.529,3365,RECV,2020
09-13-2024 11:50:59.592,3366,RECV,2020342E39396720200D0A20202020342E39
09-13-2024 11:50:59.592,3367,RECV,39
09-13-2024 11:50:59.654,3368,RECV,6720200D0A
09-13-2024 11:50:59.779,3369,RECV,20202020342E39396720200D0A
09-13-2024 11:50:59.842,3370,RECV,20202020342E39396720200D0A
09-13-2024 11:50:59.967,3371,RECV,20202020342E39396720200D0A
09-13-2024 11:51:00.029,3372,RECV,20202020342E39396720200D0A
09-13-2024 11:51:00.092,3373,RECV,20202020342E39396720200D0A
09-13-2024 11:51:00.217,3374,RECV,20202020342E39396720200D0A
09-13-2024 11:51:00.279,3376,RECV,0A
09-13-2024 11:51:00.279,3375,RECV,20202020342E39396720200D
09-13-2024 11:51:00.404,3377,RECV,202020
09-13-2024 11:51:00.467,3378,RECV,20342E39396720200D0A
09-13-2024 11:51:00.529,3379,RECV,20202020342E39396720200D0A
09-13-2024 11:51:00.592,3380,RECV,20202020342E3939672020
09-13-2024 11:51:00.654,3381,RECV,0D0A20202020342E39396720200D0A
09-13-2024 11:51:00.779,3383,RECV,39
09-13-2024 11:51:00.779,3382,RECV,20202020342E
09-13-2024 11:51:00.842,3384,RECV,396720200D0A
09-13-2024 11:51:00.904,3385,RECV,20202020342E39396720200D0A
09-13-2024 11:51:01.029,3386,RECV,20202020342E39396720200D0A
09-13-2024 11:51:01.092,3387,RECV,20202020342E39396720200D0A
09-13-2024 11:51:01.217,3388,RECV,20202020342E39396720200D0A
09-13-2024 11:51:01.279,3389,RECV,20202020342E39396720200D0A
09-13-2024 11:51:01.342,3390,RECV,20202020342E39396720200D0A
09-13-2024 11:51:01.467,3391,RECV,20202020342E3939672020
09-13-2024 11:51:01.529,3392,RECV,0D0A2020202034
09-13-2024 11:51:01.592,3393,RECV,2E39396720200D0A
09-13-2024 11:51:01.717,3394,RECV,20202020342E39396720200D0A
09-13-2024 11:51:01.779,3395,RECV,20202020342E39396720200D0A
09-13-2024 11:51:01.842,3396,RECV,20202020342E39396720200D0A
09-13-2024 11:51:01.967,3397,RECV,20202020342E39396720200D0A
09-13-2024 11:51:02.029,3398,RECV,20202020342E39396720200D0A
09-13-2024 11:51:02.154,3399,RECV,20202020342E39396720200D0A
09-13-2024 11:51:02.217,3400,RECV,20202020342E39396720
09-13-2024 11:51:02.279,3401,RECV,200D0A202020
09-13-2024 11:51:02.279,3402,RECV,20
09-13-2024 11:51:02.342,3403,RECV,342E39396720200D0A
09-13-2024 11:51:02.467,3404,RECV,20202020342E39396720200D0A
09-13-2024 11:51:02.529,3405,RECV,20202020342E39396720200D0A
09-13-2024 11:51:02.654,3406,RECV,20202020342E39396720200D0A
09-13-2024 11:51:02.717,3407,RECV,20202020342E39396720200D0A
09-13-2024 11:51:02.842,3408,RECV,20202020342E39396720200D0A
09-13-2024 11:51:02.904,3409,RECV,20202020342E39396720200D0A
09-13-2024 11:51:02.967,3410,RECV,2020202034
09-13-2024 11:51:03.029,3411,RECV,2E39396720200D0A
09-13-2024 11:51:03.092,3412,RECV,20202020342E39396720200D0A
09-13-2024 11:51:03.217,3413,RECV,20202020342E39396720200D0A
09-13-2024 11:51:03.279,3414,RECV,20202020342E39396720200D0A
09-13-2024 11:51:03.404,3415,RECV,20202020342E39396720200D0A
09-13-2024 11:51:03.466,3416,RECV,20202020342E39396720200D0A
09-13-2024 11:51:03.591,3417,RECV,20202020342E39396720200D0A
09-13-2024 11:51:03.716,3418,RECV,20202020342E39396720200D0A
09-13-2024 11:51:03.779,3419,RECV,20202020342E39396720200D0A
09-13-2024 11:51:03.904,3420,RECV,20202020342E39396720200D0A
09-13-2024 11:51:03.966,3421,RECV,20202020342E39396720200D0A
09-13-2024 11:51:04.091,3422,RECV,20202020342E39396720200D0A
09-13-2024 11:51:04.154,3423,RECV,20202020342E39396720200D
09-13-2024 11:51:04.216,3424,RECV,0A2020202034
09-13-2024 11:51:04.279,3425,RECV,2E39396720200D0A
09-13-2024 11:51:04.404,3426,RECV,20202020342E39396720200D0A
09-13-2024 11:51:04.466,3427,RECV,20202020342E39396720200D0A
09-13-2024 11:51:04.529,3428,RECV,20202020
09-13-2024 11:51:04.591,3429,RECV,342E39396720200D0A
09-13-2024 11:51:04.654,3430,RECV,20202020342E39396720200D0A
09-13-2024 11:51:04.716,3431,RECV,20202020342E39396720200D0A
09-13-2024 11:51:04.841,3432,RECV,20202020342E39396720200D0A
09-13-2024 11:51:04.966,3433,RECV,20202020342E39396720200D0A
09-13-2024 11:51:05.029,3434,RECV,20202020342E39396720200D0A
09-13-2024 11:51:05.154,3435,RECV,20202020342E39396720200D0A
09-13-2024 11:51:05.279,3436,RECV,20202020342E39396720200D0A
09-13-2024 11:51:05.341,3437,RECV,20202020342E39396720200D0A
09-13-2024 11:51:05.404,3438,RECV,20202020342E39396720200D0A
09-13-2024 11:51:05.529,3439,RECV,20202020342E39396720200D0A
09-13-2024 11:51:05.591,3440,RECV,2020202034
09-13-2024 11:51:05.654,3441,RECV,2E39396720200D0A
09-13-2024 11:51:05.716,3442,RECV,20202020342E39396720200D0A
09-13-2024 11:51:05.779,3443,RECV,20202020342E39396720200D
09-13-2024 11:51:05.841,3444,RECV,0A
09-13-2024 11:51:05.904,3445,RECV,2020
09-13-2024 11:51:05.904,3446,RECV,20
09-13-2024 11:51:05.966,3447,RECV,20342E39396720200D0A
09-13-2024 11:51:06.029,3448,RECV,20202020342E39396720200D0A
09-13-2024 11:51:06.091,3449,RECV,20202020342E39396720200D0A
09-13-2024 11:51:06.216,3450,RECV,20202020342E39396720200D0A
09-13-2024 11:51:06.279,3451,RECV,20202020342E39396720200D0A
09-13-2024 11:51:06.404,3452,RECV,20202020342E39396720200D0A
09-13-2024 11:51:06.466,3453,RECV,2020
09-13-2024 11:51:06.529,3454,RECV,2020342E39396720200D0A20202020342E39
09-13-2024 11:51:06.591,3455,RECV,396720200D0A
09-13-2024 11:51:06.654,3456,RECV,20202020342E39396720200D0A
09-13-2024 11:51:06.779,3457,RECV,20202020342E39396720200D0A
09-13-2024 11:51:06.904,3458,RECV,20202020342E39396720200D0A
09-13-2024 11:51:06.966,3459,RECV,20202020342E39396720200D0A
09-13-2024 11:51:07.091,3460,RECV,20202020342E39396720200D0A
09-13-2024 11:51:07.154,3461,RECV,20202020342E39396720200D0A
09-13-2024 11:51:07.216,3462,RECV,20202020342E39396720200D0A
09-13-2024 11:51:07.341,3464,RECV,20
09-13-2024 11:51:07.341,3463,RECV,20202020342E39396720
09-13-2024 11:51:07.404,3465,RECV,0D0A20202020
09-13-2024 11:51:07.466,3466,RECV,342E39396720200D0A
09-13-2024 11:51:07.591,3467,RECV,20202020342E39396720200D0A
09-13-2024 11:51:07.654,3468,RECV,20202020342E39396720200D0A
09-13-2024 11:51:07.716,3469,RECV,20202020342E39396720200D0A
09-13-2024 11:51:07.841,3470,RECV,20202020342E39396720200D0A
09-13-2024 11:51:07.904,3471,RECV,20202020342E39396720200D0A
09-13-2024 11:51:08.029,3472,RECV,20202020342E39396720200D0A
09-13-2024 11:51:08.091,3473,RECV,20202020342E39396720200D0A
09-13-2024 11:51:08.216,3474,RECV,20202020342E39386720200D0A
09-13-2024 11:51:08.341,3475,RECV,20202020342E39396720200D0A
09-13-2024 11:51:08.403,3476,RECV,20202020342E39396720200D0A
09-13-2024 11:51:08.466,3477,RECV,20202020342E3939
09-13-2024 11:51:08.528,3478,RECV,6720200D0A
09-13-2024 11:51:08.591,3479,RECV,20202020342E39396720200D0A
09-13-2024 11:51:08.716,3480,RECV,20202020342E39396720200D0A
09-13-2024 11:51:08.778,3481,RECV,20202020342E39396720200D0A
09-13-2024 11:51:08.903,3482,RECV,20202020342E39396720200D0A
09-13-2024 11:51:08.966,3483,RECV,20202020342E39396720
09-13-2024 11:51:09.028,3484,RECV,200D0A
09-13-2024 11:51:09.091,3485,RECV,20202020342E39396720200D0A
09-13-2024 11:51:09.153,3486,RECV,20202020342E39386720200D0A
09-13-2024 11:51:09.279,3487,RECV,20202020342E39386720200D0A
09-13-2024 11:51:09.404,3488,RECV,20202020342E39386720200D0A
09-13-2024 11:51:09.466,3489,RECV,20202020342E39386720200D
09-13-2024 11:51:09.466,3490,RECV,0A
09-13-2024 11:51:09.529,3491,RECV,20202020342E39386720200D0A
09-13-2024 11:51:09.654,3492,RECV,20202020342E39386720200D0A
09-13-2024 11:51:09.779,3493,RECV,20202020342E39396720200D0A
09-13-2024 11:51:09.904,3494,RECV,20202020342E39396720200D0A2020202034
09-13-2024 11:51:09.904,3495,RECV,2E
09-13-2024 11:51:09.966,3496,RECV,39396720200D0A
09-13-2024 11:51:10.029,3497,RECV,20202020342E39396720200D0A
09-13-2024 11:51:10.154,3498,RECV,20202020342E39396720200D0A
09-13-2024 11:51:10.278,3499,RECV,20202020342E39396720200D0A
09-13-2024 11:51:10.341,3500,RECV,20202020342E39396720200D0A
09-13-2024 11:51:10.466,3501,RECV,20202020342E39396720200D0A
09-13-2024 11:51:10.528,3502,RECV,20202020342E39396720200D0A
09-13-2024 11:51:10.653,3503,RECV,20202020342E39396720200D0A
09-13-2024 11:51:10.716,3504,RECV,20202020342E39396720200D0A
09-13-2024 11:51:10.841,3505,RECV,20202020342E39396720200D0A
09-13-2024 11:51:10.903,3506,RECV,20202020342E39396720200D0A
09-13-2024 11:51:11.028,3507,RECV,20202020342E39396720200D0A
09-13-2024 11:51:11.091,3508,RECV,20202020342E393967
09-13-2024 11:51:11.153,3509,RECV,20200D0A
09-13-2024 11:51:11.216,3510,RECV,20202020342E39396720200D0A
09-13-2024 11:51:11.278,3511,RECV,20202020342E39396720200D0A
09-13-2024 11:51:11.403,3512,RECV,20202020342E39396720200D0A
09-13-2024 11:51:11.466,3513,RECV,20202020342E39396720200D0A
09-13-2024 11:51:11.591,3514,RECV,20202020342E39386720200D0A
09-13-2024 11:51:11.716,3515,RECV,20202020342E39386720200D0A
09-13-2024 11:51:11.778,3516,RECV,20202020342E39386720200D0A
09-13-2024 11:51:11.841,3517,RECV,20202020342E39396720200D
09-13-2024 11:51:11.903,3518,RECV,0A
09-13-2024 11:51:11.966,3519,RECV,20202020342E39386720200D0A
09-13-2024 11:51:12.091,3520,RECV,20202020342E39386720200D0A
09-13-2024 11:51:12.153,3521,RECV,20202020342E39386720200D0A
09-13-2024 11:51:12.278,3522,RECV,20202020342E39386720200D0A
09-13-2024 11:51:12.341,3523,RECV,20202020342E39386720200D0A
09-13-2024 11:51:12.403,3524,RECV,20202020342E39
09-13-2024 11:51:12.466,3525,RECV,386720200D0A
09-13-2024 11:51:12.591,3526,RECV,20202020342E39386720200D0A
09-13-2024 11:51:12.653,3527,RECV,20202020342E39386720200D0A
09-13-2024 11:51:12.778,3528,RECV,20202020342E39386720200D0A
09-13-2024 11:51:12.841,3529,RECV,20202020342E39386720200D0A
09-13-2024 11:51:12.966,3530,RECV,20202020342E39386720200D0A
09-13-2024 11:51:13.028,3531,RECV,20202020342E39386720200D0A
09-13-2024 11:51:13.091,3532,RECV,20202020342E3938
09-13-2024 11:51:13.153,3533,RECV,6720200D0A
09-13-2024 11:51:13.216,3534,RECV,20202020342E39386720200D0A
09-13-2024 11:51:13.341,3535,RECV,20202020342E39386720200D0A
09-13-2024 11:51:13.403,3536,RECV,20202020342E39386720200D0A
09-13-2024 11:51:13.528,3537,RECV,20202020342E39396720200D0A
09-13-2024 11:51:13.591,3538,RECV,20202020342E39396720
09-13-2024 11:51:13.653,3539,RECV,200D0A
09-13-2024 11:51:13.716,3540,RECV,20202020342E39396720200D0A
09-13-2024 11:51:13.778,3541,RECV,20202020342E39396720200D0A
09-13-2024 11:51:13.903,3542,RECV,20202020342E39396720200D0A
09-13-2024 11:51:14.028,3543,RECV,20202020342E39396720200D0A
09-13-2024 11:51:14.091,3544,RECV,20202020342E3939672020
09-13-2024 11:51:14.153,3545,RECV,0D0A20202020342E39396720200D0A
09-13-2024 11:51:14.278,3546,RECV,20202020342E39396720200D0A
