00:01:19.564 -> (3.4164223670, 3.3822093009, 3.3822093009, 3.4017596244, 3.3773214817, 3.2355816364)
00:01:19.671 -> (3.4115347862, 3.3724339008, 3.3870968818, 3.4017596244, 3.3822093009, 3.2355816364)
00:01:19.776 -> (3.4066472053, 3.3724339008, 3.3870968818, 3.3968720436, 3.3773214817, 3.2697947025)
00:01:19.883 -> (3.4115347862, 3.3528835773, 3.3968720436, 3.4115347862, 3.3870968818, 3.3137829303)
00:01:19.988 -> (3.4017596244, 3.3724339008, 3.3870968818, 3.4017596244, 3.3773214817, 3.3040077686)
00:01:20.095 -> (3.4066472053, 3.3724339008, 3.3822093009, 3.4017596244, 3.3822093009, 3.3040077686)
00:01:20.201 -> (3.4115347862, 3.3773214817, 3.3919844627, 3.4017596244, 3.3822093009, 3.2942326068)
00:01:20.307 -> (3.4017596244, 3.3675463199, 3.3919844627, 3.3968720436, 3.3626587390, 3.2991201877)
00:01:20.413 -> (3.4164223670, 3.3822093009, 3.3968720436, 3.4066472053, 3.3870968818, 3.2942326068)
00:01:20.519 -> (3.4115347862, 3.3773214817, 3.3870968818, 3.4017596244, 3.3822093009, 3.2600195407)
00:01:20.625 -> (3.4017596244, 3.3724339008, 3.3822093009, 3.3968720436, 3.3773214817, 3.1818182468)
00:01:20.732 -> (3.4066472053, 3.3919844627, 3.4115347862, 3.4017596244, 3.3919844627, 3.2893450260)
00:01:20.837 -> (3.4066472053, 3.3773214817, 3.3870968818, 3.4017596244, 3.3773214817, 3.2893450260)
00:01:20.944 -> (3.4115347862, 3.3773214817, 3.3822093009, 3.3968720436, 3.3822093009, 3.2649071216)
00:01:21.049 -> (3.4164223670, 3.3773214817, 3.3968720436, 3.4017596244, 3.3919844627, 3.1769306659)
00:01:21.156 -> (3.4066472053, 3.3773214817, 3.3675463199, 3.3968720436, 3.3675463199, 3.1964809894)
00:01:21.262 -> (3.4164223670, 3.3822093009, 3.3919844627, 3.4017596244, 3.3870968818, 3.3088953495)
00:01:21.368 -> (3.4115347862, 3.3822093009, 3.3919844627, 3.4017596244, 3.3822093009, 3.2893450260)
00:01:21.474 -> (3.4066472053, 3.3724339008, 3.3822093009, 3.3968720436, 3.3724339008, 3.2062561511)
00:01:21.580 -> (3.4164223670, 3.3919844627, 3.4017596244, 3.4115347862, 3.3919844627, 3.2062561511)
00:01:21.686 -> (3.4066472053, 3.3724339008, 3.3822093009, 3.4017596244, 3.3773214817, 3.1524927616)
00:01:21.793 -> (3.4066472053, 3.3675463199, 3.3870968818, 3.3968720436, 3.3822093009, 3.0840663909)
00:01:22.110 -> (3.4115347862, 3.3724339008, 3.3870968818, 3.4017596244, 3.3822093009, 3.1769306659)
00:01:22.216 -> (3.4115347862, 3.3773214817, 3.3919844627, 3.4066472053, 3.3870968818, 3.3186705112)
00:01:22.323 -> (3.4066472053, 3.3528835773, 3.3919844627, 3.4017596244, 3.3724339008, 3.2942326068)
00:01:22.428 -> (3.4164223670, 3.3870968818, 3.3919844627, 3.4017596244, 3.3919844627, 3.0840663909)
00:01:22.853 -> (3.4066472053, 3.3773214817, 3.3822093009, 3.3968720436, 3.3773214817, 3.1964809894)
00:01:22.959 -> (3.4017596244, 3.3675463199, 3.3870968818, 3.4017596244, 3.3822093009, 3.3088953495)
00:01:23.065 -> (3.4164223670, 3.3724339008, 3.3968720436, 3.4017596244, 3.3870968818, 3.3088953495)
00:01:23.171 -> (3.4066472053, 3.3577711582, 3.3919844627, 3.3968720436, 3.3773214817, 3.2160313129)
00:01:23.277 -> (3.4115347862, 3.3626587390, 3.3822093009, 3.4066472053, 3.3822093009, 3.1818182468)
00:01:23.383 -> (3.4115347862, 3.3724339008, 3.3919844627, 3.4017596244, 3.3870968818, 3.2746822834)
00:01:23.489 -> (3.3968720436, 3.3773214817, 3.3870968818, 3.3919844627, 3.3773214817, 3.2306940555)
00:01:23.596 -> (3.4115347862, 3.3724339008, 3.3968720436, 3.4066472053, 3.3919844627, 3.2893450260)
00:01:23.701 -> (3.4164223670, 3.3675463199, 3.3919844627, 3.4017596244, 3.3822093009, 3.2942326068)
00:01:23.808 -> (3.4066472053, 3.3626587390, 3.3870968818, 3.3968720436, 3.3822093009, 3.2942326068)
00:01:23.913 -> (3.4213099479, 3.3919844627, 3.3919844627, 3.4066472053, 3.3968720436, 3.1085042953)
00:01:24.657 -> (3.4115347862, 3.3724339008, 3.3822093009, 3.3968720436, 3.3773214817, 3.1573803424)
00:01:24.762 -> (3.4213099479, 3.3626587390, 3.3919844627, 3.4115347862, 3.3919844627, 3.3186705112)
00:01:24.869 -> (3.4115347862, 3.3675463199, 3.3822093009, 3.4017596244, 3.3822093009, 3.3088953495)
00:01:25.399 -> (3.4115347862, 3.3822093009, 3.3968720436, 3.4017596244, 3.3822093009, 3.1622679233)
00:01:25.505 -> (3.4066472053, 3.3577711582, 3.3773214817, 3.3968720436, 3.3675463199, 3.2844574451)
00:01:25.611 -> (3.4164223670, 3.3870968818, 3.3822093009, 3.4017596244, 3.3822093009, 3.3040077686)
00:01:25.718 -> (3.4066472053, 3.3724339008, 3.3870968818, 3.4017596244, 3.3870968818, 3.3088953495)
00:01:25.823 -> (3.4066472053, 3.3724339008, 3.3822093009, 3.3919844627, 3.3822093009, 3.2991201877)
00:01:25.929 -> (3.4164223670, 3.3822093009, 3.3919844627, 3.4115347862, 3.3773214817, 3.2942326068)
00:01:26.035 -> (3.4066472053, 3.3675463199, 3.3870968818, 3.3968720436, 3.3773214817, 3.2942326068)
00:01:26.141 -> (3.4066472053, 3.3724339008, 3.3870968818, 3.3968720436, 3.3822093009, 3.2991201877)
00:01:26.247 -> (3.4115347862, 3.3822093009, 3.3870968818, 3.4066472053, 3.3870968818, 3.3040077686)
00:01:26.353 -> (3.4115347862, 3.3431084156, 3.3870968818, 3.4066472053, 3.3626587390, 3.2991201877)
00:01:26.460 -> (3.4115347862, 3.3773214817, 3.3968720436, 3.4017596244, 3.3870968818, 3.2991201877)
00:01:26.565 -> (3.4115347862, 3.3773214817, 3.3919844627, 3.4017596244, 3.3822093009, 3.3040077686)
00:01:26.672 -> (3.4017596244, 3.3724339008, 3.3822093009, 3.3968720436, 3.3773214817, 3.3040077686)
00:01:26.777 -> (3.4115347862, 3.3773214817, 3.3968720436, 3.4066472053, 3.3919844627, 3.1378300189)
00:01:27.096 -> (3.4164223670, 3.3870968818, 3.3773214817, 3.4066472053, 3.3870968818, 3.1280546188)
00:01:27.202 -> (3.4066472053, 3.3773214817, 3.3870968818, 3.3968720436, 3.3724339008, 3.2013685703)
00:01:27.308 -> (3.4066472053, 3.3724339008, 3.3870968818, 3.3968720436, 3.3822093009, 3.2355816364)
00:01:27.414 -> (3.4164223670, 3.3773214817, 3.3919844627, 3.4066472053, 3.3870968818, 3.3088953495)
00:01:27.521 -> (3.4017596244, 3.3675463199, 3.3870968818, 3.4017596244, 3.3724339008, 3.2893450260)
