00:00:00.011 -> (3.3870968818, 3.3431084156, 3.3626587390, 3.3137829303, 3.3724339008, 3.3773214817)
00:00:00.125 -> (3.3479959964, 3.3137829303, 3.3382208347, 3.3431084156, 3.3479959964, 3.3479959964)
00:00:00.234 -> (3.3577711582, 3.3088953495, 3.3284456729, 3.2746822834, 3.3431084156, 3.3577711582)
00:00:00.340 -> (3.3528835773, 3.3137829303, 3.3333332538, 3.2991201877, 3.3431084156, 3.3528835773)
00:00:00.446 -> (3.3479959964, 3.3137829303, 3.3382208347, 3.3235580921, 3.3431084156, 3.3479959964)
00:00:00.555 -> (3.3479959964, 3.3088953495, 3.3333332538, 3.3333332538, 3.3479959964, 3.3528835773)
00:00:00.659 -> (3.3479959964, 3.2991201877, 3.3333332538, 3.3431084156, 3.3577711582, 3.3528835773)
00:00:00.764 -> (3.3382208347, 3.3040077686, 3.3382208347, 3.3577711582, 3.3479959964, 3.3431084156)
00:00:00.871 -> (3.3528835773, 3.3040077686, 3.3333332538, 3.3088953495, 3.3528835773, 3.3528835773)
00:00:00.976 -> (3.3382208347, 3.3040077686, 3.3333332538, 3.3235580921, 3.3479959964, 3.3528835773)
00:00:01.085 -> (3.3479959964, 3.2991201877, 3.3333332538, 3.3284456729, 3.3479959964, 3.3479959964)
00:00:01.189 -> (3.3577711582, 3.3088953495, 3.3333332538, 3.3333332538, 3.3528835773, 3.3528835773)
00:00:01.295 -> (3.3431084156, 3.3040077686, 3.3284456729, 3.3333332538, 3.3528835773, 3.3577711582)
00:00:01.401 -> (3.3479959964, 3.3040077686, 3.3333332538, 3.3088953495, 3.3431084156, 3.3528835773)
00:00:01.507 -> (3.3479959964, 3.3040077686, 3.3333332538, 3.3333332538, 3.3479959964, 3.3528835773)
00:00:01.615 -> (3.3431084156, 3.2991201877, 3.3284456729, 3.3235580921, 3.3479959964, 3.3479959964)
00:00:01.719 -> (3.3431084156, 3.2942326068, 3.3284456729, 3.3284456729, 3.3382208347, 3.3479959964)
00:00:01.825 -> (3.3479959964, 3.2991201877, 3.3333332538, 3.3382208347, 3.3479959964, 3.3528835773)
00:00:01.932 -> (3.3479959964, 3.2991201877, 3.3284456729, 3.3235580921, 3.3479959964, 3.3479959964)
00:00:02.037 -> (3.3528835773, 3.2844574451, 3.3333332538, 3.3088953495, 3.3479959964, 3.3528835773)
00:00:02.146 -> (3.3479959964, 3.2991201877, 3.3333332538, 3.3284456729, 3.3431084156, 3.3479959964)
00:00:02.249 -> (3.3479959964, 3.2991201877, 3.3284456729, 3.3235580921, 3.3431084156, 3.3479959964)
00:00:02.356 -> (3.3479959964, 3.2991201877, 3.3333332538, 3.3137829303, 3.3479959964, 3.3479959964)
00:00:02.462 -> (3.3479959964, 3.2991201877, 3.3333332538, 3.3431084156, 3.3431084156, 3.3479959964)
00:00:02.568 -> (3.3479959964, 3.2942326068, 3.3284456729, 3.3284456729, 3.3382208347, 3.3528835773)
00:00:02.676 -> (3.3528835773, 3.2942326068, 3.3382208347, 3.3040077686, 3.3431084156, 3.3577711582)
